Data,Period,Organisation unit,Value,Numerator,Denominator,Factor,Multiplier,Divisor
MAL - Confirmed malaria cases per 1000,July 2024,Lao PDR,3.53,1432.0,4772837.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,July 2024,01 Vientiane Capital,2.0,19.0,111850.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,July 2024,02 Phongsali,1.85,28.0,178677.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,July 2024,03 Louangnamtha,0.18,3.0,194338.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,July 2024,04 Oudomxai,0.1,2.0,240830.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,July 2024,05 Bokeo,3.84,64.0,196119.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,July 2024,06 Louangphabang,1.4,30.0,251737.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,July 2024,07 Houaphan,1.62,83.0,603192.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,July 2024,08 Xainyabouli,1.91,26.0,160504.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,July 2024,09 Xiangkhouang,0.4,3.0,89016.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,July 2024,10 Vientiane,0.99,9.0,107058.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,July 2024,11 Bolikhamxai,0.19,5.0,312997.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,July 2024,12 Khammouan,0.96,29.0,356501.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,July 2024,13 Savannakhet,7.94,386.0,572374.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,July 2024,14 Salavan,4.63,216.0,549066.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,July 2024,15 Xekong,14.68,206.0,165261.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,July 2024,16 Champasak,6.5,209.0,378308.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,July 2024,17 Attapu,5.6,73.0,153524.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,July 2024,18 Xaisomboun,3.19,41.0,151485.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,August 2024,Lao PDR,3.32,1347.0,4772837.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,August 2024,01 Vientiane Capital,4.74,45.0,111850.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,August 2024,02 Phongsali,3.89,59.0,178677.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,August 2024,03 Louangnamtha,0.18,3.0,194338.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,August 2024,04 Oudomxai,0.34,7.0,240830.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,August 2024,05 Bokeo,0.48,8.0,196119.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,August 2024,06 Louangphabang,0.75,16.0,251737.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,August 2024,07 Houaphan,1.7,87.0,603192.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,August 2024,08 Xainyabouli,3.89,53.0,160504.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,August 2024,10 Vientiane,2.42,22.0,107058.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,August 2024,11 Bolikhamxai,0.04,1.0,312997.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,August 2024,12 Khammouan,0.33,10.0,356501.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,August 2024,13 Savannakhet,7.43,361.0,572374.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,August 2024,14 Salavan,3.92,183.0,549066.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,August 2024,15 Xekong,12.68,178.0,165261.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,August 2024,16 Champasak,6.04,194.0,378308.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,August 2024,17 Attapu,6.14,80.0,153524.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,August 2024,18 Xaisomboun,3.11,40.0,151485.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,September 2024,Lao PDR,3.22,1262.0,4772837.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,September 2024,01 Vientiane Capital,4.46,41.0,111850.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,September 2024,02 Phongsali,2.72,40.0,178677.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,September 2024,03 Louangnamtha,0.13,2.0,194338.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,September 2024,04 Oudomxai,0.05,1.0,240830.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,September 2024,06 Louangphabang,0.68,14.0,251737.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,September 2024,07 Houaphan,1.49,74.0,603192.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,September 2024,08 Xainyabouli,1.97,26.0,160504.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,September 2024,10 Vientiane,1.36,12.0,107058.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,September 2024,12 Khammouan,0.65,19.0,356501.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,September 2024,13 Savannakhet,8.33,392.0,572374.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,September 2024,14 Salavan,3.72,168.0,549066.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,September 2024,15 Xekong,13.18,179.0,165261.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,September 2024,16 Champasak,6.05,188.0,378308.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,September 2024,17 Attapu,5.55,70.0,153524.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,September 2024,18 Xaisomboun,2.89,36.0,151485.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,October 2024,Lao PDR,2.54,1029.0,4772837.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,October 2024,01 Vientiane Capital,1.68,16.0,111850.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,October 2024,02 Phongsali,2.7,41.0,178677.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,October 2024,04 Oudomxai,0.1,2.0,240830.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,October 2024,06 Louangphabang,0.42,9.0,251737.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,October 2024,07 Houaphan,1.03,53.0,603192.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,October 2024,08 Xainyabouli,2.27,31.0,160504.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,October 2024,10 Vientiane,2.75,25.0,107058.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,October 2024,11 Bolikhamxai,0.11,3.0,312997.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,October 2024,12 Khammouan,0.43,13.0,356501.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,October 2024,13 Savannakhet,7.36,358.0,572374.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,October 2024,14 Salavan,3.07,143.0,549066.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,October 2024,15 Xekong,9.83,138.0,165261.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,October 2024,16 Champasak,2.96,95.0,378308.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,October 2024,17 Attapu,4.45,58.0,153524.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,October 2024,18 Xaisomboun,3.42,44.0,151485.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,November 2024,Lao PDR,2.97,1166.0,4772837.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,November 2024,01 Vientiane Capital,5.87,54.0,111850.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,November 2024,02 Phongsali,2.32,34.0,178677.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,November 2024,03 Louangnamtha,0.75,12.0,194338.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,November 2024,05 Bokeo,0.06,1.0,196119.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,November 2024,06 Louangphabang,0.77,16.0,251737.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,November 2024,07 Houaphan,1.33,66.0,603192.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,November 2024,08 Xainyabouli,4.32,57.0,160504.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,November 2024,10 Vientiane,2.27,20.0,107058.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,November 2024,11 Bolikhamxai,0.04,1.0,312997.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,November 2024,12 Khammouan,1.67,49.0,356501.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,November 2024,13 Savannakhet,9.2,433.0,572374.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,November 2024,14 Salavan,1.55,70.0,549066.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,November 2024,15 Xekong,9.87,134.0,165261.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,November 2024,16 Champasak,3.25,101.0,378308.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,November 2024,17 Attapu,6.26,79.0,153524.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,November 2024,18 Xaisomboun,3.13,39.0,151485.0,12166.67,365000,30
MAL - Confirmed malaria cases per 1000,December 2024,Lao PDR,2.66,1077.0,4772837.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,December 2024,01 Vientiane Capital,3.79,36.0,111850.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,December 2024,02 Phongsali,2.7,41.0,178677.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,December 2024,03 Louangnamtha,0.24,4.0,194338.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,December 2024,04 Oudomxai,0.78,16.0,240830.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,December 2024,06 Louangphabang,1.59,34.0,251737.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,December 2024,07 Houaphan,1.21,62.0,603192.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,December 2024,08 Xainyabouli,4.99,68.0,160504.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,December 2024,10 Vientiane,2.31,21.0,107058.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,December 2024,12 Khammouan,1.09,33.0,356501.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,December 2024,13 Savannakhet,5.57,271.0,572374.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,December 2024,14 Salavan,2.14,100.0,549066.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,December 2024,15 Xekong,10.4,146.0,165261.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,December 2024,16 Champasak,4.48,144.0,378308.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,December 2024,17 Attapu,4.29,56.0,153524.0,11774.19,365000,31
MAL - Confirmed malaria cases per 1000,December 2024,18 Xaisomboun,3.5,45.0,151485.0,11774.19,365000,31
MAL - Confirmed malaria cases,December 2024,Lao PDR,966,,,,,
MAL - Confirmed malaria cases,November 2024,Lao PDR,1021,,,,,
MAL - Microscopy positive malaria cases,December 2024,13 Savannakhet,10,,,,,
MAL - Malaria suspects tested (RDT),October 2024,06 Louangphabang,335,,,,,
MAL - Microscopy positive malaria cases,November 2024,13 Savannakhet,37,,,,,
MAL - Microscopy positive malaria cases,October 2024,13 Savannakhet,34,,,,,
MAL - Confirmed malaria cases,October 2024,Lao PDR,912,,,,,
MAL - Malaria suspects tested with microscopy,March 2024,06 Louangphabang,282,,,,,
MAL - Confirmed malaria cases,January 2024,Lao PDR,863,,,,,
MAL - Malaria suspects tested with microscopy,February 2024,06 Louangphabang,229,,,,,
MAL - Confirmed malaria cases,April 2024,Lao PDR,874,,,,,
MAL - Malaria suspects tested with microscopy,January 2024,06 Louangphabang,218,,,,,
MAL - Confirmed malaria cases,March 2024,Lao PDR,753,,,,,
MAL - Microscopy positive malaria cases,January 2024,13 Savannakhet,3,,,,,
MAL - Confirmed malaria cases,February 2024,Lao PDR,750,,,,,
MAL - RDT positive malaria cases,July 2024,09 Xiangkhouang,3,,,,,
MAL - Confirmed malaria cases,September 2024,Lao PDR,1103,,,,,
MAL - Confirmed malaria cases,August 2024,Lao PDR,1176,,,,,
MAL - Confirmed malaria cases,May 2024,Lao PDR,1020,,,,,
MAL - Microscopy positive malaria cases,September 2024,07 Houaphan,18,,,,,
MAL - Confirmed malaria cases,July 2024,Lao PDR,1257,,,,,
MAL - Confirmed malaria cases,June 2024,Lao PDR,1314,,,,,
MAL - Microscopy positive malaria cases,May 2024,07 Houaphan,3,,,,,
MAL - Confirmed malaria cases,November 2024,16 Champasak,91,,,,,
MAL - Confirmed malaria cases,December 2024,16 Champasak,129,,,,,
MAL - Malaria suspects tested with microscopy,September 2024,Lao PDR,6507,,,,,
MAL - Microscopy positive malaria cases,April 2024,07 Houaphan,16,,,,,
MAL - Microscopy positive malaria cases,June 2024,07 Houaphan,4,,,,,
MAL - Confirmed malaria cases,October 2024,16 Champasak,88,,,,,
MAL - Malaria suspects tested with microscopy,October 2024,14 Salavan,867,,,,,
MAL - Malaria suspects tested with microscopy,June 2024,Lao PDR,6190,,,,,
MAL - Confirmed malaria cases,November 2024,14 Salavan,63,,,,,
MAL - Malaria suspects tested with microscopy,December 2024,14 Salavan,351,,,,,
MAL - Malaria suspects tested with microscopy,May 2024,Lao PDR,4986,,,,,
MAL - Microscopy positive malaria cases,August 2024,07 Houaphan,16,,,,,
MAL - Malaria suspects tested with microscopy,April 2024,Lao PDR,3574,,,,,
MAL - Microscopy positive malaria cases,July 2024,07 Houaphan,16,,,,,
MAL - Confirmed malaria cases,October 2024,14 Salavan,129,,,,,
MAL - Malaria suspects tested with microscopy,November 2024,14 Salavan,528,,,,,
MAL - Malaria suspects tested (RDT),November 2024,06 Louangphabang,268,,,,,
MAL - Malaria suspects tested (RDT),December 2024,06 Louangphabang,203,,,,,
MAL - Malaria suspects tested with microscopy,December 2024,16 Champasak,1198,,,,,
MAL - RDT positive malaria cases,December 2024,15 Xekong,94,,,,,
MAL - RDT positive malaria cases,October 2024,15 Xekong,89,,,,,
MAL - RDT positive malaria cases,November 2024,15 Xekong,70,,,,,
MAL - Microscopy positive malaria cases,January 2024,07 Houaphan,18,,,,,
MAL - Confirmed malaria cases,December 2024,14 Salavan,88,,,,,
MAL - Malaria suspects tested with microscopy,July 2024,Lao PDR,6356,,,,,
MAL - Microscopy positive malaria cases,February 2024,07 Houaphan,32,,,,,
MAL - Malaria suspects tested with microscopy,August 2024,Lao PDR,7518,,,,,
MAL - Microscopy positive malaria cases,March 2024,07 Houaphan,29,,,,,
MAL - Malaria suspects tested with microscopy,October 2024,16 Champasak,2046,,,,,
MAL - Malaria suspects tested with microscopy,November 2024,16 Champasak,978,,,,,
MAL - Confirmed malaria cases,June 2024,06 Louangphabang,31,,,,,
MAL - Malaria suspects tested with microscopy,November 2024,06 Louangphabang,150,,,,,
MAL - Malaria suspects tested with microscopy,August 2024,14 Salavan,1178,,,,,
MAL - Malaria suspects tested with microscopy,April 2024,16 Champasak,990,,,,,
MAL - Malaria suspects tested with microscopy,February 2024,Lao PDR,3374,,,,,
MAL - Malaria suspects tested with microscopy,June 2024,14 Salavan,1166,,,,,
MAL - Confirmed malaria cases,April 2024,06 Louangphabang,22,,,,,
MAL - Confirmed malaria cases,February 2024,06 Louangphabang,18,,,,,
MAL - Malaria suspects tested with microscopy,June 2024,16 Champasak,1567,,,,,
MAL - Malaria suspects tested (RDT),March 2024,15 Xekong,540,,,,,
MAL - Malaria suspects tested with microscopy,April 2024,14 Salavan,583,,,,,
MAL - Malaria suspects tested with microscopy,August 2024,16 Champasak,1710,,,,,
MAL - Malaria suspects tested (RDT),December 2024,Lao PDR,8634,,,,,
MAL - RDT positive malaria cases,November 2024,06 Louangphabang,12,,,,,
MAL - Malaria suspects tested (RDT),May 2024,15 Xekong,650,,,,,
MAL - Malaria suspects tested (RDT),September 2024,15 Xekong,808,,,,,
MAL - Malaria suspects tested (RDT),July 2024,15 Xekong,874,,,,,
MAL - Microscopy positive malaria cases,February 2024,13 Savannakhet,5,,,,,
MAL - Confirmed malaria cases,August 2024,06 Louangphabang,16,,,,,
MAL - Microscopy positive malaria cases,April 2024,13 Savannakhet,46,,,,,
MAL - Malaria suspects tested (RDT),October 2024,16 Champasak,2245,,,,,
MAL - Malaria suspects tested with microscopy,April 2024,06 Louangphabang,164,,,,,
MAL - RDT positive malaria cases,September 2024,15 Xekong,121,,,,,
MAL - Malaria suspects tested (RDT),December 2024,14 Salavan,1376,,,,,
MAL - Malaria suspects tested with microscopy,June 2024,06 Louangphabang,642,,,,,
MAL - Microscopy positive malaria cases,June 2024,13 Savannakhet,41,,,,,
MAL - Malaria suspects tested (RDT),December 2024,16 Champasak,2157,,,,,
MAL - Malaria suspects tested with microscopy,August 2024,06 Louangphabang,410,,,,,
MAL - RDT positive malaria cases,May 2024,15 Xekong,112,,,,,
MAL - RDT positive malaria cases,July 2024,15 Xekong,143,,,,,
MAL - Malaria suspects tested (RDT),October 2024,14 Salavan,1921,,,,,
MAL - Microscopy positive malaria cases,August 2024,13 Savannakhet,55,,,,,
MAL - Malaria suspects tested with microscopy,December 2024,Lao PDR,3575,,,,,
MAL - Malaria suspects tested with microscopy,March 2024,15 Xekong,413,,,,,
MAL - Malaria suspects tested with microscopy,January 2024,15 Xekong,370,,,,,
MAL - Malaria suspects tested with microscopy,October 2024,Lao PDR,5750,,,,,
MAL - Confirmed malaria cases,November 2024,06 Louangphabang,15,,,,,
MAL - Malaria suspects tested (RDT),October 2024,Lao PDR,11590,,,,,
MAL - Malaria suspects tested (RDT),August 2024,06 Louangphabang,331,,,,,
MAL - Confirmed malaria cases,April 2024,14 Salavan,97,,,,,
MAL - Confirmed malaria cases,June 2024,14 Salavan,252,,,,,
MAL - Malaria suspects tested (RDT),January 2024,15 Xekong,615,,,,,
MAL - RDT positive malaria cases,April 2024,06 Louangphabang,21,,,,,
MAL - Malaria suspects tested with microscopy,September 2024,15 Xekong,670,,,,,
MAL - Malaria suspects tested with microscopy,February 2024,14 Salavan,492,,,,,
MAL - Microscopy positive malaria cases,November 2024,07 Houaphan,8,,,,,
MAL - Malaria suspects tested (RDT),June 2024,06 Louangphabang,242,,,,,
MAL - Confirmed malaria cases,August 2024,14 Salavan,157,,,,,
MAL - RDT positive malaria cases,June 2024,06 Louangphabang,28,,,,,
MAL - RDT positive malaria cases,August 2024,06 Louangphabang,13,,,,,
MAL - Malaria suspects tested with microscopy,May 2024,15 Xekong,357,,,,,
MAL - Malaria suspects tested with microscopy,July 2024,15 Xekong,619,,,,,
MAL - Confirmed malaria cases,February 2024,16 Champasak,147,,,,,
MAL - Confirmed malaria cases,August 2024,16 Champasak,167,,,,,
MAL - Malaria suspects tested with microscopy,February 2024,16 Champasak,1269,,,,,
MAL - Malaria suspects tested (RDT),February 2024,06 Louangphabang,179,,,,,
MAL - RDT positive malaria cases,January 2024,15 Xekong,96,,,,,
MAL - RDT positive malaria cases,March 2024,15 Xekong,80,,,,,
MAL - Confirmed malaria cases,April 2024,16 Champasak,160,,,,,
MAL - Confirmed malaria cases,February 2024,14 Salavan,94,,,,,
MAL - Malaria suspects tested (RDT),April 2024,06 Louangphabang,221,,,,,
MAL - Confirmed malaria cases,June 2024,16 Champasak,246,,,,,
MAL - Malaria suspects tested (RDT),March 2024,14 Salavan,1250,,,,,
MAL - Confirmed malaria cases,February 2024,15 Xekong,122,,,,,
MAL - Microscopy positive malaria cases,April 2024,08 Xainyabouli,4,,,,,
MAL - Confirmed malaria cases,March 2024,15 Xekong,90,,,,,
MAL - Malaria suspects tested (RDT),June 2024,09 Xiangkhouang,158,,,,,
MAL - Malaria suspects tested (RDT),June 2024,14 Salavan,1968,,,,,
MAL - Malaria suspects tested (RDT),February 2024,14 Salavan,1244,,,,,
MAL - Microscopy positive malaria cases,March 2024,08 Xainyabouli,1,,,,,
MAL - Microscopy positive malaria cases,July 2024,08 Xainyabouli,5,,,,,
MAL - Malaria suspects tested (RDT),May 2024,09 Xiangkhouang,166,,,,,
MAL - Malaria suspects tested (RDT),September 2024,09 Xiangkhouang,212,,,,,
MAL - Malaria suspects tested (RDT),July 2024,14 Salavan,1837,,,,,
MAL - Malaria suspects tested (RDT),March 2024,16 Champasak,1438,,,,,
MAL - Confirmed malaria cases,June 2024,15 Xekong,147,,,,,
MAL - Malaria suspects tested (RDT),February 2024,16 Champasak,1427,,,,,
MAL - Malaria suspects tested (RDT),July 2024,16 Champasak,1793,,,,,
MAL - Malaria suspects tested (RDT),June 2024,16 Champasak,1989,,,,,
MAL - Malaria suspects tested with microscopy,December 2024,15 Xekong,458,,,,,
MAL - Microscopy positive malaria cases,April 2024,02 Phongsali,5,,,,,
MAL - Confirmed malaria cases,July 2024,15 Xekong,170,,,,,
MAL - Microscopy positive malaria cases,August 2024,08 Xainyabouli,10,,,,,
MAL - Microscopy positive malaria cases,August 2024,02 Phongsali,4,,,,,
MAL - RDT positive malaria cases,April 2024,01 Vientiane Capital,24,,,,,
MAL - RDT positive malaria cases,February 2024,06 Louangphabang,9,,,,,
MAL - RDT positive malaria cases,January 2024,06 Louangphabang,22,,,,,
MAL - Malaria suspects tested (RDT),February 2024,Lao PDR,7006,,,,,
MAL - RDT positive malaria cases,August 2024,01 Vientiane Capital,26,,,,,
MAL - Malaria suspects tested (RDT),March 2024,Lao PDR,7562,,,,,
MAL - RDT positive malaria cases,July 2024,01 Vientiane Capital,15,,,,,
MAL - Microscopy positive malaria cases,March 2024,02 Phongsali,3,,,,,
MAL - Malaria suspects tested (RDT),November 2024,09 Xiangkhouang,200,,,,,
MAL - Malaria suspects tested (RDT),July 2024,Lao PDR,10247,,,,,
MAL - Malaria suspects tested (RDT),December 2024,09 Xiangkhouang,206,,,,,
MAL - Malaria suspects tested (RDT),June 2024,Lao PDR,9546,,,,,
MAL - Malaria suspects tested (RDT),January 2024,09 Xiangkhouang,143,,,,,
MAL - Microscopy positive malaria cases,October 2024,08 Xainyabouli,5,,,,,
MAL - Malaria suspects tested (RDT),February 2024,09 Xiangkhouang,132,,,,,
MAL - Microscopy positive malaria cases,November 2024,08 Xainyabouli,10,,,,,
MAL - Microscopy positive malaria cases,November 2024,02 Phongsali,6,,,,,
MAL - RDT positive malaria cases,March 2024,01 Vientiane Capital,20,,,,,
MAL - Microscopy positive malaria cases,October 2024,02 Phongsali,10,,,,,
MAL - Microscopy positive malaria cases,September 2024,17 Attapu,1,,,,,
MAL - Confirmed malaria cases,December 2024,15 Xekong,121,,,,,
MAL - Microscopy positive malaria cases,February 2024,17 Attapu,3,,,,,
MAL - Microscopy positive malaria cases,January 2024,17 Attapu,1,,,,,
MAL - Confirmed malaria cases,October 2024,10 Vientiane,25,,,,,
MAL - Confirmed malaria cases,November 2024,10 Vientiane,18,,,,,
MAL - Malaria suspects tested (RDT),October 2024,15 Xekong,647,,,,,
MAL - Malaria suspects tested (RDT),November 2024,15 Xekong,539,,,,,
MAL - Malaria suspects tested with microscopy,August 2024,09 Xiangkhouang,10,,,,,
MAL - Malaria suspects tested with microscopy,July 2024,09 Xiangkhouang,8,,,,,
MAL - Malaria suspects tested with microscopy,October 2024,03 Louangnamtha,4,,,,,
MAL - Microscopy positive malaria cases,May 2024,17 Attapu,9,,,,,
MAL - Malaria suspects tested with microscopy,April 2024,09 Xiangkhouang,15,,,,,
MAL - Microscopy positive malaria cases,June 2024,17 Attapu,6,,,,,
MAL - Microscopy positive malaria cases,December 2024,18 Xaisomboun,13,,,,,
MAL - Malaria suspects tested with microscopy,March 2024,09 Xiangkhouang,11,,,,,
MAL - Confirmed malaria cases,April 2024,10 Vientiane,6,,,,,
MAL - Malaria suspects tested with microscopy,September 2024,16 Champasak,1429,,,,,
MAL - Microscopy positive malaria cases,January 2024,11 Bolikhamxai,19,,,,,
MAL - Confirmed malaria cases,May 2024,04 Oudomxai,2,,,,,
MAL - Malaria suspects tested with microscopy,December 2024,06 Louangphabang,205,,,,,
MAL - Malaria suspects tested with microscopy,September 2024,14 Salavan,1173,,,,,
MAL - Malaria suspects tested with microscopy,May 2024,16 Champasak,1320,,,,,
MAL - Confirmed malaria cases,May 2024,06 Louangphabang,29,,,,,
MAL - Malaria suspects tested with microscopy,December 2024,04 Oudomxai,1,,,,,
MAL - Malaria suspects tested with microscopy,October 2024,10 Vientiane,55,,,,,
MAL - RDT positive malaria cases,April 2024,Lao PDR,764,,,,,
MAL - RDT positive malaria cases,November 2024,14 Salavan,64,,,,,
MAL - Malaria suspects tested with microscopy,January 2024,Lao PDR,3596,,,,,
MAL - RDT positive malaria cases,November 2024,16 Champasak,91,,,,,
MAL - Microscopy positive malaria cases,May 2024,11 Bolikhamxai,16,,,,,
MAL - Confirmed malaria cases,September 2024,04 Oudomxai,1,,,,,
MAL - Microscopy positive malaria cases,April 2024,05 Bokeo,26,,,,,
MAL - Microscopy positive malaria cases,August 2024,05 Bokeo,4,,,,,
MAL - Confirmed malaria cases,January 2024,06 Louangphabang,38,,,,,
MAL - Malaria suspects tested with microscopy,May 2024,14 Salavan,1017,,,,,
MAL - RDT positive malaria cases,August 2024,Lao PDR,1118,,,,,
MAL - RDT positive malaria cases,September 2024,16 Champasak,171,,,,,
MAL - Malaria suspects tested with microscopy,July 2024,03 Louangnamtha,17,,,,,
MAL - RDT positive malaria cases,December 2024,06 Louangphabang,30,,,,,
MAL - Malaria suspects tested (RDT),November 2024,03 Louangnamtha,116,,,,,
MAL - Malaria suspects tested (RDT),April 2024,15 Xekong,637,,,,,
MAL - RDT positive malaria cases,September 2024,14 Salavan,148,,,,,
MAL - RDT positive malaria cases,May 2024,16 Champasak,168,,,,,
MAL - RDT positive malaria cases,October 2024,01 Vientiane Capital,16,,,,,
MAL - Malaria suspects tested with microscopy,August 2024,10 Vientiane,77,,,,,
MAL - Malaria suspects tested (RDT),August 2024,15 Xekong,852,,,,,
MAL - RDT positive malaria cases,May 2024,14 Salavan,204,,,,,
MAL - RDT positive malaria cases,March 2024,05 Bokeo,23,,,,,
MAL - Malaria suspects tested with microscopy,April 2024,10 Vientiane,64,,,,,
MAL - Confirmed malaria cases,August 2024,10 Vientiane,22,,,,,
MAL - Confirmed malaria cases,September 2024,06 Louangphabang,14,,,,,
MAL - Microscopy positive malaria cases,May 2024,13 Savannakhet,57,,,,,
MAL - Confirmed malaria cases,December 2024,04 Oudomxai,16,,,,,
MAL - Malaria suspects tested with microscopy,May 2024,06 Louangphabang,198,,,,,
MAL - RDT positive malaria cases,January 2024,14 Salavan,171,,,,,
MAL - RDT positive malaria cases,June 2024,15 Xekong,138,,,,,
MAL - RDT positive malaria cases,July 2024,05 Bokeo,35,,,,,
MAL - Microscopy positive malaria cases,September 2024,13 Savannakhet,53,,,,,
MAL - Malaria suspects tested with microscopy,January 2024,04 Oudomxai,2,,,,,
MAL - RDT positive malaria cases,January 2024,16 Champasak,167,,,,,
MAL - Malaria suspects tested with microscopy,September 2024,06 Louangphabang,330,,,,,
MAL - Confirmed malaria cases,September 2024,14 Salavan,146,,,,,
MAL - Malaria suspects tested with microscopy,November 2024,Lao PDR,3547,,,,,
MAL - Malaria suspects tested with microscopy,February 2024,15 Xekong,321,,,,,
MAL - Confirmed malaria cases,December 2024,06 Louangphabang,34,,,,,
